"Policy_ID","Customer_Segment","Product","Channel","Region","Issue_Date","Due_Date","Payment_Date","Month","Premium_TRY","Collected_TRY","Outstanding_TRY","Payment_Status","Days_Late","Aging_Bucket","Currency","Agent_ID","Risk_Score","Renewal_Flag"
"POL-00734","Bireysel","Trafik","Dijital","İç Anadolu","2025-05-09","2025-06-06","2025-07-05","2025-05","7560","7560","0","Paid Late","29","Not Applicable","TRY","AG-17","69","No"
"POL-00735","Bireysel","Trafik","Dijital","Marmara","2025-05-15","2025-06-03","2025-06-19","2025-05","8410","8410","0","Paid Late","16","Not Applicable","TRY","AG-11","69","Yes"
"POL-00736","Bireysel","Trafik","Acente","Ege","2025-04-06","2025-04-28","2025-04-27","2025-04","8790","8790","0","Paid On Time","0","Not Applicable","TRY","AG-17","64","Yes"
"POL-00737","Bireysel","Kasko","Dijital","Akdeniz","2025-03-04","2025-03-25","2025-03-29","2025-03","20510","20510","0","Paid Late","4","Not Applicable","TRY","AG-14","65","Yes"
"POL-00738","Bireysel","Trafik","Acente","İç Anadolu","2025-09-08","2025-09-30","2025-09-25","2025-09","6530","6530","0","Paid On Time","0","Not Applicable","TRY","AG-18","65","No"
"POL-00739","KOBİ","Trafik","Acente","Marmara","2025-08-04","2025-08-29","2025-08-28","2025-08","16970","16970","0","Paid On Time","0","Not Applicable","TRY","AG-02","45","Yes"
"POL-00740","Bireysel","Kasko","Çağrı Merkezi","Marmara","2025-07-02","2025-07-17","2025-07-14","2025-07","19100","19100","0","Paid On Time","0","Not Applicable","TRY","AG-15","49","Yes"
"POL-00741","Bireysel","Konut","Çağrı Merkezi","İç Anadolu","2025-11-23","2025-12-13","2025-12-13","2025-11","6170","6170","0","Paid On Time","0","Not Applicable","TRY","AG-02","37","No"
"POL-00742","Bireysel","Sağlık","Dijital","İç Anadolu","2025-07-24","2025-08-19","2025-08-26","2025-07","34070","34070","0","Paid Late","7","Not Applicable","TRY","AG-11","77","Yes"
"POL-00743","Bireysel","Trafik","Dijital","Marmara","2025-01-20","2025-02-05","2025-02-04","2025-01","5930","5930","0","Paid On Time","0","Not Applicable","TRY","AG-06","68","Yes"
"POL-00744","Bireysel","Trafik","Banka","Akdeniz","2025-11-22","2025-12-08","2025-12-05","2025-11","5250","5250","0","Paid On Time","0","Not Applicable","EUR","AG-02","48","Yes"
"POL-00745","Bireysel","Trafik","Acente","Marmara","2025-11-19","2025-12-18","2025-12-30","2025-11","7080","7080","0","Paid Late","12","Not Applicable","TRY","AG-09","68","No"
"POL-00746","Bireysel","Kasko","Acente","Akdeniz","2025-07-09","2025-08-01","","2025-07","22280","0","22280","Overdue","72","61-90 Days","TRY","AG-16","63","Yes"
"POL-00747","Bireysel","Kasko","Acente","Karadeniz","2025-10-22","2025-11-15","2025-11-12","2025-10","18990","18990","0","Paid On Time","0","Not Applicable","TRY","AG-18","53","Yes"
"POL-00748","Kurumsal","Konut","Banka","Ege","2025-12-07","2025-12-26","2025-12-23","2025-12","18130","18130","0","Paid On Time","0","Not Applicable","TRY","AG-13","42","Yes"
"POL-00749","Bireysel","Sağlık","Dijital","Ege","2025-10-17","2025-11-02","","2025-10","17500","0","17500","Overdue","88","61-90 Days","TRY","AG-16","55","Yes"
"POL-00750","Bireysel","Konut","Banka","Akdeniz","2025-02-18","2025-03-12","2025-03-27","2025-02","4960","4960","0","Paid Late","15","Not Applicable","TRY","AG-09","22","Yes"
"POL-00751","Bireysel","Trafik","Acente","İç Anadolu","2025-06-07","2025-07-05","","2025-06","5430","0","5430","Overdue","7","1-30 Days","TRY","AG-18","44","No"
"POL-00752","Bireysel","Trafik","Dijital","Marmara","2025-02-07","2025-02-27","2025-03-13","2025-02","7210","7210","0","Paid Late","14","Not Applicable","TRY","AG-11","57","Yes"
"POL-00753","Kurumsal","Sağlık","Acente","İç Anadolu","2025-04-10","2025-04-24","","2025-04","82510","43990","38520","Overdue","14","1-30 Days","TRY","AG-05","64","Yes"
"POL-00754","Bireysel","Konut","Acente","İç Anadolu","2025-02-12","2025-03-06","2025-03-02","2025-02","5290","5290","0","Paid On Time","0","Not Applicable","TRY","AG-15","42","Yes"
"POL-00755","Bireysel","Konut","Çağrı Merkezi","Akdeniz","2025-06-03","2025-06-26","2025-06-26","2025-06","3850","3850","0","Paid On Time","0","Not Applicable","TRY","AG-04","36","No"
"POL-00756","Bireysel","Trafik","Dijital","Ege","2025-05-03","2025-05-23","2025-05-21","2025-05","9210","9210","0","Paid On Time","0","Not Applicable","TRY","AG-12","65","No"
"POL-00757","Bireysel","Sağlık","Banka","Ege","2025-12-02","2025-12-16","2025-12-12","2025-12","24020","24020","0","Paid On Time","0","Not Applicable","EUR","AG-13","50","Yes"
"POL-00758","Bireysel","Kasko","Acente","İç Anadolu","2025-04-07","2025-04-30","2025-04-27","2025-04","14820","14820","0","Paid On Time","0","Not Applicable","TRY","AG-14","41","Yes"
"POL-00759","Bireysel","Sağlık","Dijital","İç Anadolu","2025-12-02","2025-12-29","2025-12-24","2025-12","28810","28810","0","Paid On Time","0","Not Applicable","TRY","AG-01","61","Yes"
"POL-00760","Bireysel","Trafik","Dijital","Akdeniz","2025-06-20","2025-07-10","2025-07-05","2025-06","5280","5280","0","Paid On Time","0","Not Applicable","USD","AG-17","43","Yes"
"POL-00761","Bireysel","Konut","Acente","Akdeniz","2025-07-24","2025-08-19","2025-08-19","2025-07","4210","4210","0","Paid On Time","0","Not Applicable","TRY","AG-11","24","Yes"
"POL-00762","KOBİ","Trafik","Acente","Marmara","2025-12-07","2026-01-05","2026-01-02","2025-12","14980","14980","0","Paid On Time","0","Not Applicable","TRY","AG-05","67","Yes"
"POL-00763","Bireysel","Trafik","Acente","Akdeniz","2025-11-01","2025-11-27","2025-11-22","2025-11","9300","9300","0","Paid On Time","0","Not Applicable","TRY","AG-16","60","Yes"
"POL-00764","Bireysel","Sağlık","Çağrı Merkezi","Marmara","2025-02-19","2025-03-14","2025-03-17","2025-02","26940","26940","0","Paid Late","3","Not Applicable","TRY","AG-18","69","Yes"
"POL-00765","KOBİ","Kasko","Banka","Akdeniz","2025-01-03","2025-01-23","","2025-01","31500","0","31500","Cancelled","0","Not Applicable","TRY","AG-12","67","No"
"POL-00766","Bireysel","Konut","Acente","İç Anadolu","2025-02-04","2025-02-25","2025-02-22","2025-02","6620","6620","0","Paid On Time","0","Not Applicable","TRY","AG-11","54","Yes"
"POL-00767","KOBİ","Trafik","Acente","Karadeniz","2025-07-09","2025-07-25","2025-07-25","2025-07","13230","13230","0","Paid On Time","0","Not Applicable","TRY","AG-07","41","Yes"
"POL-00768","Kurumsal","Trafik","Acente","Ege","2025-12-19","2026-01-07","2026-01-03","2025-12","23270","23270","0","Paid On Time","0","Not Applicable","TRY","AG-14","45","No"
"POL-00769","Bireysel","Seyahat","Dijital","Ege","2025-02-10","2025-02-28","2025-02-24","2025-02","1560","1560","0","Paid On Time","0","Not Applicable","TRY","AG-15","49","No"
"POL-00770","KOBİ","Konut","Acente","Marmara","2025-03-02","2025-03-20","2025-03-15","2025-03","10470","10470","0","Paid On Time","0","Not Applicable","TRY","AG-04","46","Yes"
"POL-00771","KOBİ","Trafik","Acente","Karadeniz","2025-08-02","2025-08-18","2025-08-18","2025-08","15370","15370","0","Paid On Time","0","Not Applicable","TRY","AG-07","46","No"
"POL-00772","Bireysel","Kasko","Acente","Marmara","2025-04-11","2025-05-05","2025-05-02","2025-04","20160","20160","0","Paid On Time","0","Not Applicable","EUR","AG-05","52","Yes"
"POL-00773","Bireysel","Seyahat","Banka","Ege","2025-12-15","2026-01-08","2026-01-03","2025-12","2570","2570","0","Paid On Time","0","Not Applicable","TRY","AG-02","26","Yes"
"POL-00774","Bireysel","Trafik","Acente","Akdeniz","2025-06-04","2025-07-02","2025-07-07","2025-06","7280","7280","0","Paid Late","5","Not Applicable","TRY","AG-15","55","No"
"POL-00775","Bireysel","Sağlık","Dijital","Akdeniz","2025-09-21","2025-10-07","2025-10-07","2025-09","31890","31890","0","Paid On Time","0","Not Applicable","TRY","AG-17","55","Yes"
"POL-00776","KOBİ","Trafik","Acente","Marmara","2025-02-19","2025-03-09","2025-03-16","2025-02","12830","12830","0","Paid Late","7","Not Applicable","TRY","AG-14","62","No"
"POL-00777","Bireysel","Seyahat","Çağrı Merkezi","Marmara","2025-03-18","2025-04-02","2025-03-29","2025-03","2690","2690","0","Paid On Time","0","Not Applicable","TRY","AG-10","33","Yes"
"POL-00778","Bireysel","Trafik","Banka","Akdeniz","2025-07-01","2025-07-29","2025-07-28","2025-07","7140","7140","0","Paid On Time","0","Not Applicable","TRY","AG-05","55","Yes"
"POL-00779","Bireysel","Trafik","Banka","Karadeniz","2025-03-08","2025-04-02","","2025-03","8860","4050","4810","Overdue","92","90+ Days","TRY","AG-09","60","No"
"POL-00780","Bireysel","Kasko","Banka","Marmara","2025-06-17","2025-07-09","2025-07-06","2025-06","22750","22750","0","Paid On Time","0","Not Applicable","TRY","AG-14","58","Yes"
"POL-00781","KOBİ","Kasko","Banka","Akdeniz","2025-06-09","2025-06-23","2025-07-04","2025-06","42120","42120","0","Paid Late","11","Not Applicable","TRY","AG-01","53","Yes"
"POL-00782","KOBİ","Seyahat","Dijital","Ege","2025-01-19","2025-02-15","2025-02-12","2025-01","4540","4540","0","Paid On Time","0","Not Applicable","TRY","AG-02","36","Yes"
"POL-00783","Bireysel","Sağlık","Banka","Marmara","2025-06-17","2025-07-05","","2025-06","26380","0","26380","Overdue","14","1-30 Days","TRY","AG-17","58","No"
"POL-00784","Bireysel","Trafik","Acente","Marmara","2025-05-15","2025-05-31","2025-05-29","2025-05","9430","9430","0","Paid On Time","0","Not Applicable","TRY","AG-03","40","No"
"POL-00785","Bireysel","Kasko","Dijital","İç Anadolu","2025-11-03","2025-12-02","","2025-11","13830","7000","6830","Overdue","54","31-60 Days","TRY","AG-18","57","Yes"
"POL-00786","Bireysel","Kasko","Çağrı Merkezi","Akdeniz","2025-08-09","2025-09-05","","2025-08","14710","8580","6130","Overdue","71","61-90 Days","EUR","AG-12","42","Yes"
"POL-00787","Bireysel","Sağlık","Banka","Marmara","2025-11-14","2025-11-30","2025-11-29","2025-11","22810","22810","0","Paid On Time","0","Not Applicable","TRY","AG-12","78","No"
"POL-00788","Bireysel","Konut","Acente","İç Anadolu","2025-01-20","2025-02-08","2025-02-08","2025-01","3470","3470","0","Paid On Time","0","Not Applicable","TRY","AG-11","37","No"
"POL-00789","KOBİ","Sağlık","Dijital","Marmara","2025-01-04","2025-01-27","2025-01-24","2025-01","31260","31260","0","Paid On Time","0","Not Applicable","USD","AG-16","78","Yes"
"POL-00790","Bireysel","Trafik","Dijital","Marmara","2025-06-07","2025-07-07","2025-08-04","2025-06","5980","5980","0","Paid Late","28","Not Applicable","TRY","AG-10","41","Yes"
"POL-00791","Bireysel","Trafik","Çağrı Merkezi","İç Anadolu","2025-03-20","2025-04-13","2025-04-12","2025-03","9430","9430","0","Paid On Time","0","Not Applicable","TRY","AG-09","60","Yes"
"POL-00792","Bireysel","Sağlık","Acente","Marmara","2025-12-23","2026-01-08","2026-01-07","2025-12","26000","26000","0","Paid On Time","0","Not Applicable","TRY","AG-12","73","Yes"
"POL-00793","Bireysel","Trafik","Çağrı Merkezi","İç Anadolu","2025-11-10","2025-12-04","","2025-11","9700","0","9700","Cancelled","0","Not Applicable","TRY","AG-04","70","No"
"POL-00794","Bireysel","Konut","Dijital","İç Anadolu","2025-11-02","2025-11-23","2025-11-21","2025-11","6650","6650","0","Paid On Time","0","Not Applicable","TRY","AG-18","35","No"
"POL-00795","KOBİ","Trafik","Banka","İç Anadolu","2025-12-24","2026-01-10","2026-01-09","2025-12","12870","12870","0","Paid On Time","0","Not Applicable","TRY","AG-16","46","Yes"
"POL-00796","KOBİ","Sağlık","Dijital","Marmara","2025-01-19","2025-02-15","2025-02-12","2025-01","44910","44910","0","Paid On Time","0","Not Applicable","EUR","AG-16","50","Yes"
"POL-00797","Bireysel","Konut","Banka","Ege","2025-11-13","2025-12-11","","2025-11","5020","0","5020","Overdue","26","1-30 Days","TRY","AG-17","34","No"
"POL-00798","Bireysel","Trafik","Banka","Ege","2025-10-24","2025-11-08","2025-11-03","2025-10","7390","7390","0","Paid On Time","0","Not Applicable","TRY","AG-03","40","Yes"
"POL-00799","KOBİ","Trafik","Dijital","Marmara","2025-09-12","2025-09-28","2025-10-01","2025-09","14340","14340","0","Paid Late","3","Not Applicable","TRY","AG-03","51","Yes"
"POL-00800","Bireysel","Seyahat","Acente","Ege","2025-11-07","2025-11-26","2025-11-24","2025-11","2610","2610","0","Paid On Time","0","Not Applicable","TRY","AG-12","18","Yes"
"POL-00801","KOBİ","Kasko","Dijital","Akdeniz","2025-12-18","2026-01-13","2026-01-10","2025-12","33360","33360","0","Paid On Time","0","Not Applicable","TRY","AG-05","63","Yes"
"POL-00802","Bireysel","Trafik","Banka","Ege","2025-12-04","2025-12-26","2025-12-26","2025-12","5680","5680","0","Paid On Time","0","Not Applicable","TRY","AG-09","57","Yes"
"POL-00803","Kurumsal","Trafik","Dijital","İç Anadolu","2025-10-08","2025-10-30","2025-10-30","2025-10","20470","20470","0","Paid On Time","0","Not Applicable","TRY","AG-05","45","Yes"
"POL-00804","Bireysel","Trafik","Dijital","Akdeniz","2025-03-24","2025-04-16","2025-04-13","2025-03","6070","6070","0","Paid On Time","0","Not Applicable","TRY","AG-09","57","Yes"
"POL-00805","Bireysel","Kasko","Çağrı Merkezi","Ege","2025-03-20","2025-04-06","2025-04-02","2025-03","16180","16180","0","Paid On Time","0","Not Applicable","TRY","AG-10","43","Yes"
"POL-00806","Bireysel","Konut","Acente","Karadeniz","2025-09-18","2025-10-08","","2025-09","5830","3520","2310","Overdue","26","1-30 Days","TRY","AG-03","25","Yes"
"POL-00807","Bireysel","Kasko","Acente","Marmara","2025-04-10","2025-04-25","2025-04-23","2025-04","25350","25350","0","Paid On Time","0","Not Applicable","TRY","AG-18","56","Yes"
"POL-00808","KOBİ","Sağlık","Acente","Marmara","2025-07-14","2025-08-13","","2025-07","34130","18500","15630","Overdue","22","1-30 Days","USD","AG-10","53","Yes"
"POL-00809","Bireysel","Trafik","Çağrı Merkezi","İç Anadolu","2025-03-22","2025-04-15","2025-04-12","2025-03","9790","9790","0","Paid On Time","0","Not Applicable","TRY","AG-10","43","Yes"
"POL-00810","Bireysel","Konut","Çağrı Merkezi","Akdeniz","2025-01-05","2025-02-02","","2025-01","3760","1920","1840","Overdue","97","90+ Days","TRY","AG-15","41","Yes"
"POL-00811","Bireysel","Konut","Çağrı Merkezi","Marmara","2025-07-04","2025-07-23","2025-07-21","2025-07","4290","4290","0","Paid On Time","0","Not Applicable","TRY","AG-06","27","Yes"
"POL-00812","KOBİ","Trafik","Acente","İç Anadolu","2025-06-18","2025-07-17","2025-07-12","2025-06","13810","13810","0","Paid On Time","0","Not Applicable","TRY","AG-14","69","Yes"
"POL-00813","KOBİ","Sağlık","Banka","Marmara","2025-08-19","2025-09-13","2025-09-12","2025-08","40870","40870","0","Paid On Time","0","Not Applicable","TRY","AG-13","48","Yes"
"POL-00814","KOBİ","Trafik","Acente","Ege","2025-06-05","2025-06-25","2025-06-20","2025-06","11860","11860","0","Paid On Time","0","Not Applicable","TRY","AG-11","55","Yes"
"POL-00815","KOBİ","Trafik","Dijital","Karadeniz","2025-08-22","2025-09-18","2025-09-15","2025-08","11250","11250","0","Paid On Time","0","Not Applicable","TRY","AG-12","63","No"
"POL-00816","Bireysel","Kasko","Acente","Ege","2025-04-10","2025-04-28","2025-04-27","2025-04","21060","21060","0","Paid On Time","0","Not Applicable","TRY","AG-13","44","Yes"
"POL-00817","Kurumsal","Seyahat","Çağrı Merkezi","İç Anadolu","2025-05-08","2025-05-23","2025-05-22","2025-05","8610","8610","0","Paid On Time","0","Not Applicable","TRY","AG-06","36","Yes"
"POL-00818","KOBİ","Seyahat","Çağrı Merkezi","İç Anadolu","2025-11-19","2025-12-12","","2025-11","4740","2990","1750","Overdue","90","61-90 Days","TRY","AG-15","20","No"
"POL-00819","Bireysel","Kasko","Dijital","Marmara","2025-05-18","2025-06-14","2025-06-14","2025-05","13320","13320","0","Paid On Time","0","Not Applicable","USD","AG-12","58","Yes"
"POL-00820","Bireysel","Kasko","Dijital","Akdeniz","2025-01-17","2025-02-14","2025-02-11","2025-01","24800","24800","0","Paid On Time","0","Not Applicable","TRY","AG-06","55","No"
"POL-00821","KOBİ","Kasko","Dijital","Marmara","2025-04-03","2025-04-19","2025-05-11","2025-04","30180","30180","0","Paid Late","22","Not Applicable","TRY","AG-16","53","Yes"
"POL-00822","Bireysel","Kasko","Dijital","Marmara","2025-01-09","2025-02-06","2025-02-05","2025-01","18740","18740","0","Paid On Time","0","Not Applicable","TRY","AG-01","59","Yes"
"POL-00823","Bireysel","Trafik","Dijital","Marmara","2025-06-02","2025-06-20","2025-06-15","2025-06","10070","10070","0","Paid On Time","0","Not Applicable","TRY","AG-11","64","No"
"POL-00824","KOBİ","Trafik","Acente","Marmara","2025-10-23","2025-11-17","","2025-10","17530","12210","5320","Overdue","89","61-90 Days","TRY","AG-10","43","Yes"
"POL-00825","Bireysel","Kasko","Acente","Marmara","2025-10-19","2025-11-14","","2025-10","15110","0","15110","Cancelled","0","Not Applicable","TRY","AG-13","71","No"
"POL-00826","Kurumsal","Seyahat","Acente","İç Anadolu","2025-04-07","2025-05-04","2025-05-01","2025-04","6700","6700","0","Paid On Time","0","Not Applicable","TRY","AG-03","19","Yes"
"POL-00827","KOBİ","Trafik","Dijital","İç Anadolu","2025-04-22","2025-05-10","2025-05-08","2025-04","18070","18070","0","Paid On Time","0","Not Applicable","TRY","AG-18","66","Yes"
"POL-00828","KOBİ","Sağlık","Banka","Akdeniz","2025-09-23","2025-10-07","2025-10-17","2025-09","61020","61020","0","Paid Late","10","Not Applicable","TRY","AG-14","51","Yes"
"POL-00829","Bireysel","Trafik","Dijital","Karadeniz","2025-07-24","2025-08-10","2025-08-10","2025-07","5910","5910","0","Paid On Time","0","Not Applicable","TRY","AG-10","70","No"
"POL-00830","Bireysel","Konut","Çağrı Merkezi","Akdeniz","2025-11-20","2025-12-14","2025-12-12","2025-11","6750","6750","0","Paid On Time","0","Not Applicable","TRY","AG-18","24","No"
"POL-00831","Bireysel","Trafik","Acente","Ege","2025-03-22","2025-04-08","2025-04-03","2025-03","5290","5290","0","Paid On Time","0","Not Applicable","TRY","AG-08","64","Yes"
"POL-00832","Bireysel","Kasko","Acente","Akdeniz","2025-05-22","2025-06-06","2025-06-26","2025-05","13880","13880","0","Paid Late","20","Not Applicable","TRY","AG-03","44","Yes"
"POL-00833","Bireysel","Kasko","Dijital","Akdeniz","2025-06-06","2025-06-26","2025-06-23","2025-06","20680","20680","0","Paid On Time","0","Not Applicable","TRY","AG-15","74","No"
"POL-00834","Bireysel","Trafik","Acente","Ege","2025-07-17","2025-08-12","2025-09-04","2025-07","9660","9660","0","Paid Late","23","Not Applicable","TRY","AG-09","53","Yes"
"POL-00835","Bireysel","Trafik","Çağrı Merkezi","Akdeniz","2025-08-04","2025-08-30","2025-09-23","2025-08","6430","6430","0","Paid Late","24","Not Applicable","TRY","AG-16","49","Yes"
"POL-00836","KOBİ","Konut","Acente","Marmara","2025-01-21","2025-02-19","2025-02-18","2025-01","10280","10280","0","Paid On Time","0","Not Applicable","TRY","AG-13","41","No"
"POL-00837","Bireysel","Kasko","Çağrı Merkezi","Marmara","2025-12-23","2026-01-16","2026-01-13","2025-12","14550","14550","0","Paid On Time","0","Not Applicable","TRY","AG-04","49","No"
"POL-00838","Bireysel","Kasko","Çağrı Merkezi","Ege","2025-09-17","2025-10-07","","2025-09","23450","0","23450","Overdue","97","90+ Days","TRY","AG-15","52","Yes"
